satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,department,salary,left
0.77,0.55,3.0,217.0,3.0,0.0,0.0,support,medium,0
,0.87,5.0,224.0,2.0,0.0,0.0,support,medium,0
0.67,0.97,4.0,196.0,3.0,,0.0,support,medium,0
0.56,0.59,3.0,223.0,3.0,0.0,0.0,,medium,0
0.84,0.44,,131.0,5.0,,0.0,support,medium,0
0.53,0.77,2.0,167.0,,0.0,0.0,support,medium,0
0.86,0.71,5.0,273.0,3.0,0.0,0.0,support,medium,0
0.77,0.68,3.0,98.0,3.0,0.0,0.0,support,medium,0
0.97,0.94,4.0,,3.0,0.0,0.0,support,medium,0
0.69,0.87,5.0,174.0,3.0,0.0,0.0,support,medium,0
0.73,0.9,3.0,,2.0,0.0,0.0,support,high,0
0.42,0.47,6.0,174.0,5.0,0.0,0.0,technical,low,0
0.4,0.47,5.0,173.0,5.0,0.0,0.0,technical,medium,0
0.33,0.41,2.0,198.0,4.0,0.0,0.0,technical,medium,0
0.68,0.66,3.0,238.0,,0.0,0.0,management,medium,0
0.78,0.8,3.0,256.0,2.0,0.0,0.0,IT,medium,0
0.92,0.6,3.0,179.0,2.0,0.0,0.0,IT,,0
0.66,0.66,4.0,273.0,4.0,1.0,0.0,IT,low,0
0.6,0.45,3.0,104.0,4.0,0.0,0.0,IT,low,0
0.86,0.83,4.0,208.0,3.0,1.0,0.0,IT,,0
0.61,0.49,3.0,275.0,2.0,0.0,0.0,,low,0
0.71,0.68,3.0,231.0,2.0,1.0,0.0,product_mng,low,0
0.86,0.62,4.0,186.0,3.0,0.0,0.0,product_mng,low,0
0.96,0.59,3.0,241.0,3.0,0.0,0.0,,low,0
0.7,0.54,3.0,194.0,2.0,1.0,0.0,IT,low,0
0.38,0.49,,196.0,3.0,0.0,1.0,management,high,0
0.39,0.75,6.0,185.0,3.0,0.0,,management,high,0
0.49,0.4,2.0,148.0,2.0,1.0,1.0,management,,0
0.78,0.62,4.0,150.0,3.0,0.0,1.0,management,high,0
0.74,0.79,5.0,121.0,5.0,0.0,1.0,management,high,0
0.82,0.76,4.0,266.0,3.0,0.0,1.0,management,high,0
0.6,0.42,2.0,109.0,6.0,0.0,0.0,sales,low,0
,0.99,3.0,143.0,4.0,0.0,0.0,sales,,0
0.73,0.97,3.0,174.0,3.0,0.0,0.0,sales,low,0
0.89,0.55,4.0,159.0,2.0,0.0,0.0,sales,medium,0
0.74,,4.0,157.0,2.0,0.0,0.0,sales,medium,0
0.83,0.57,2.0,222.0,2.0,0.0,0.0,sales,medium,0
0.24,0.88,5.0,199.0,5.0,1.0,,sales,medium,0
0.93,0.89,3.0,255.0,7.0,1.0,,sales,medium,0
0.96,0.62,4.0,253.0,7.0,0.0,0.0,sales,medium,0
0.16,0.68,5.0,149.0,7.0,1.0,0.0,sales,medium,0
0.21,0.85,6.0,285.0,7.0,0.0,,sales,medium,0
0.69,0.54,3.0,164.0,7.0,0.0,0.0,sales,medium,0
0.66,0.96,3.0,243.0,3.0,1.0,0.0,sales,medium,0
0.67,0.39,2.0,207.0,7.0,0.0,0.0,sales,medium,0
0.85,0.58,,186.0,7.0,0.0,0.0,sales,medium,0
0.37,0.92,4.0,211.0,7.0,0.0,0.0,sales,high,0
0.64,0.64,2.0,190.0,3.0,0.0,0.0,sales,low,0
0.91,,2.0,241.0,3.0,0.0,0.0,sales,medium,0
0.96,0.68,3.0,206.0,3.0,0.0,0.0,sales,medium,0
0.74,0.7,4.0,273.0,3.0,,0.0,sales,medium,0
0.94,0.99,2.0,157.0,3.0,0.0,0.0,sales,medium,0
0.37,0.72,3.0,183.0,2.0,0.0,0.0,sales,low,0
0.92,0.85,3.0,151.0,6.0,1.0,0.0,,low,0
0.86,0.72,3.0,,3.0,0.0,,sales,low,0
0.66,0.49,5.0,235.0,8.0,1.0,,sales,low,0
0.19,0.61,4.0,,8.0,0.0,0.0,sales,low,0
0.65,0.61,5.0,167.0,8.0,0.0,0.0,sales,low,0
,0.44,3.0,260.0,8.0,0.0,0.0,sales,low,0
0.83,0.8,3.0,240.0,8.0,0.0,0.0,sales,low,0
0.94,0.82,4.0,187.0,3.0,0.0,0.0,sales,low,0
0.42,0.69,3.0,126.0,2.0,0.0,0.0,sales,low,0
0.78,0.53,6.0,,3.0,0.0,0.0,sales,low,0
0.58,0.76,4.0,,5.0,0.0,0.0,sales,low,0
0.5,0.64,2.0,170.0,8.0,0.0,0.0,sales,low,0
0.82,0.76,3.0,219.0,8.0,,0.0,,low,0
0.97,0.92,6.0,137.0,8.0,1.0,0.0,product_mng,low,0
0.8,0.93,3.0,225.0,4.0,0.0,0.0,product_mng,low,0
0.82,0.84,,194.0,3.0,0.0,0.0,product_mng,low,0
0.95,0.99,5.0,251.0,4.0,0.0,0.0,product_mng,low,0
0.88,0.51,5.0,195.0,4.0,0.0,0.0,IT,low,0
0.5,0.86,3.0,180.0,7.0,0.0,1.0,management,high,0
,0.8,2.0,225.0,7.0,1.0,1.0,management,high,0
0.82,0.74,3.0,229.0,7.0,0.0,1.0,management,high,0
0.15,0.74,6.0,144.0,7.0,0.0,1.0,management,high,0
0.92,0.7,3.0,129.0,3.0,0.0,1.0,management,high,0
0.53,0.74,3.0,172.0,10.0,0.0,1.0,management,high,0
0.58,1.0,4.0,220.0,10.0,0.0,0.0,marketing,medium,0
0.88,,3.0,273.0,10.0,0.0,0.0,sales,medium,0
0.85,0.72,3.0,,10.0,0.0,0.0,accounting,medium,0
0.99,,5.0,264.0,10.0,1.0,,support,medium,0
0.94,0.73,3.0,268.0,10.0,0.0,0.0,technical,medium,0
0.63,0.94,3.0,172.0,3.0,0.0,0.0,management,medium,0
0.85,0.9,3.0,245.0,3.0,0.0,0.0,,medium,0
0.95,0.66,,192.0,3.0,0.0,0.0,marketing,medium,0
0.71,0.66,3.0,268.0,4.0,0.0,0.0,marketing,high,0
0.49,0.88,4.0,244.0,3.0,0.0,0.0,sales,low,0
0.71,0.69,4.0,222.0,4.0,,0.0,sales,medium,0
0.52,0.62,5.0,239.0,2.0,,0.0,sales,medium,0
,0.72,3.0,143.0,4.0,0.0,0.0,sales,medium,0
0.82,0.79,3.0,160.0,3.0,0.0,0.0,sales,medium,0
,0.76,2.0,255.0,7.0,0.0,0.0,sales,low,0
0.85,,4.0,152.0,7.0,0.0,0.0,sales,low,0
0.57,,4.0,226.0,7.0,0.0,0.0,sales,low,0
0.16,0.63,5.0,266.0,7.0,0.0,0.0,IT,low,0
0.85,0.64,5.0,256.0,7.0,,0.0,product_mng,low,0
0.82,0.67,3.0,198.0,3.0,1.0,0.0,product_mng,low,0
0.9,0.89,4.0,254.0,7.0,0.0,0.0,,low,0
0.92,0.64,2.0,104.0,7.0,0.0,0.0,product_mng,low,0
,0.48,4.0,136.0,7.0,0.0,0.0,IT,low,0
0.82,0.8,5.0,205.0,,0.0,0.0,,low,0
0.84,0.81,4.0,236.0,3.0,1.0,0.0,IT,low,0
0.92,0.65,3.0,176.0,3.0,0.0,0.0,IT,low,0
0.82,0.82,,148.0,3.0,0.0,0.0,IT,low,0
0.8,0.8,4.0,146.0,3.0,1.0,0.0,IT,low,0
0.6,0.85,3.0,,2.0,,0.0,IT,low,0
0.14,0.38,5.0,115.0,6.0,1.0,0.0,marketing,high,0
0.85,0.89,4.0,150.0,3.0,0.0,0.0,accounting,high,0
0.55,0.81,3.0,239.0,8.0,0.0,0.0,accounting,high,0
0.49,0.71,4.0,178.0,8.0,0.0,0.0,IT,medium,0
0.82,0.58,5.0,263.0,8.0,0.0,0.0,IT,medium,0
0.59,0.77,3.0,272.0,8.0,,0.0,management,high,0
0.9,0.82,3.0,133.0,8.0,0.0,0.0,marketing,medium,0
0.62,0.72,3.0,149.0,3.0,1.0,0.0,marketing,medium,0
0.61,0.68,3.0,193.0,2.0,0.0,0.0,marketing,medium,0
0.52,0.55,5.0,174.0,3.0,1.0,0.0,sales,medium,0
0.79,0.87,4.0,223.0,5.0,0.0,0.0,sales,medium,0
0.49,0.89,4.0,,8.0,0.0,0.0,sales,,0
0.73,0.67,2.0,139.0,8.0,0.0,0.0,sales,,0
0.67,0.49,,241.0,8.0,0.0,0.0,sales,medium,0
0.52,0.61,4.0,187.0,4.0,1.0,0.0,sales,medium,0
0.72,0.64,4.0,192.0,,0.0,0.0,sales,medium,0
0.48,0.5,5.0,142.0,4.0,0.0,0.0,IT,medium,0
0.19,0.79,4.0,229.0,4.0,0.0,0.0,product_mng,,0
,0.49,3.0,104.0,7.0,0.0,0.0,product_mng,high,0
0.9,0.76,3.0,255.0,7.0,0.0,0.0,product_mng,low,0
0.49,0.49,4.0,212.0,,0.0,0.0,product_mng,medium,0
0.6,0.53,2.0,235.0,,0.0,0.0,IT,medium,0
,0.85,3.0,237.0,3.0,1.0,0.0,IT,medium,0
0.64,0.5,4.0,253.0,10.0,0.0,1.0,management,high,0
0.22,,3.0,193.0,10.0,0.0,1.0,management,high,0
0.9,0.55,3.0,259.0,10.0,1.0,1.0,management,high,0
0.74,0.95,5.0,,10.0,0.0,1.0,management,high,0
0.85,0.54,3.0,185.0,10.0,0.0,1.0,management,high,0
0.33,0.65,3.0,172.0,,0.0,1.0,marketing,high,0
0.5,0.73,4.0,180.0,3.0,0.0,0.0,IT,,0
0.38,0.53,2.0,157.0,3.0,0.0,0.0,,low,1
0.8,0.86,5.0,262.0,6.0,0.0,0.0,sales,medium,1
0.11,0.88,7.0,272.0,4.0,0.0,0.0,sales,,1
0.72,0.87,5.0,223.0,5.0,0.0,0.0,sales,low,1
0.37,0.52,2.0,159.0,3.0,0.0,0.0,sales,low,1
,0.5,2.0,153.0,3.0,0.0,0.0,sales,low,1
0.1,0.77,6.0,247.0,4.0,0.0,0.0,sales,low,1
0.92,0.85,5.0,259.0,5.0,0.0,0.0,sales,low,1
0.89,1.0,5.0,224.0,5.0,0.0,0.0,sales,low,1
0.42,0.53,2.0,,3.0,0.0,0.0,sales,low,1
0.45,0.54,2.0,135.0,3.0,0.0,,sales,low,1
0.11,0.81,6.0,305.0,4.0,0.0,0.0,sales,low,1
0.84,0.92,4.0,234.0,5.0,0.0,0.0,sales,low,1
0.41,0.55,2.0,148.0,3.0,0.0,0.0,sales,low,1
0.36,0.56,2.0,137.0,3.0,0.0,0.0,sales,low,1
0.38,0.54,2.0,143.0,3.0,0.0,0.0,sales,low,1
0.45,0.47,2.0,160.0,3.0,0.0,0.0,sales,low,1
,0.99,4.0,255.0,6.0,0.0,0.0,sales,low,1
0.45,0.51,2.0,160.0,3.0,1.0,1.0,sales,low,1
0.76,0.89,5.0,262.0,5.0,0.0,0.0,sales,low,1
0.11,0.83,6.0,282.0,4.0,0.0,0.0,sales,low,1
0.38,0.55,2.0,147.0,3.0,0.0,0.0,sales,low,1
0.09,0.95,6.0,304.0,4.0,0.0,0.0,sales,low,1
0.46,0.57,2.0,139.0,3.0,0.0,0.0,sales,low,1
0.4,0.53,2.0,158.0,3.0,0.0,0.0,sales,low,1
0.89,0.92,5.0,242.0,5.0,0.0,0.0,sales,low,1
0.82,0.87,4.0,239.0,5.0,0.0,0.0,sales,low,1
0.4,0.49,2.0,135.0,3.0,0.0,0.0,sales,low,1
0.41,0.46,2.0,128.0,3.0,0.0,0.0,accounting,low,1
0.38,0.5,2.0,132.0,3.0,0.0,,accounting,low,1
0.09,0.62,6.0,294.0,4.0,0.0,0.0,accounting,low,1
0.45,,2.0,134.0,3.0,0.0,0.0,hr,low,1
0.4,,2.0,145.0,3.0,,0.0,hr,low,1
0.45,0.55,2.0,140.0,,0.0,0.0,hr,low,1
,0.87,4.0,246.0,6.0,0.0,0.0,hr,low,1
0.1,0.94,6.0,255.0,4.0,0.0,0.0,technical,low,1
0.38,0.46,,137.0,3.0,0.0,0.0,technical,low,1
0.45,0.5,2.0,126.0,3.0,0.0,0.0,technical,low,1
0.11,0.89,6.0,306.0,4.0,0.0,0.0,technical,low,1
0.41,0.54,2.0,152.0,,0.0,0.0,technical,low,1
0.87,0.88,5.0,269.0,5.0,0.0,0.0,technical,low,1
0.45,0.48,2.0,158.0,3.0,0.0,0.0,technical,low,1
0.4,0.46,2.0,,3.0,0.0,0.0,technical,low,1
0.1,0.8,7.0,281.0,4.0,0.0,0.0,technical,low,1
0.09,0.89,6.0,276.0,4.0,0.0,0.0,technical,low,1
0.84,0.74,3.0,182.0,4.0,0.0,0.0,technical,,1
0.4,0.55,2.0,147.0,3.0,0.0,0.0,support,low,1
0.57,0.7,3.0,273.0,6.0,0.0,0.0,support,low,1
0.4,0.54,2.0,148.0,3.0,0.0,0.0,support,low,1
0.43,0.47,2.0,147.0,3.0,0.0,0.0,support,,1
0.13,0.78,6.0,152.0,,0.0,0.0,support,low,1
0.44,0.55,2.0,135.0,3.0,0.0,0.0,,low,1
,0.55,2.0,134.0,3.0,,0.0,support,low,1
0.39,0.54,2.0,132.0,3.0,0.0,0.0,support,low,1
0.1,0.92,7.0,307.0,4.0,0.0,0.0,support,low,1
0.37,0.46,2.0,140.0,,0.0,0.0,support,low,1
0.11,0.94,7.0,255.0,4.0,0.0,0.0,support,low,1
0.1,0.81,6.0,309.0,4.0,0.0,0.0,technical,low,1
0.38,,2.0,128.0,3.0,0.0,0.0,technical,,1
,1.0,4.0,225.0,5.0,0.0,0.0,technical,low,1
0.85,0.91,5.0,226.0,5.0,0.0,0.0,management,medium,1
0.11,0.93,7.0,308.0,4.0,0.0,0.0,IT,medium,1
0.1,0.95,6.0,244.0,5.0,0.0,0.0,IT,medium,1
0.36,0.56,2.0,132.0,,0.0,0.0,IT,medium,1
0.11,,6.0,286.0,4.0,0.0,0.0,IT,,1
0.81,0.7,6.0,161.0,4.0,0.0,0.0,IT,medium,1
0.43,0.54,2.0,153.0,3.0,0.0,0.0,product_mng,medium,1
0.9,0.98,4.0,264.0,6.0,0.0,0.0,product_mng,medium,1
0.76,0.86,5.0,223.0,5.0,1.0,0.0,product_mng,medium,1
0.43,0.5,2.0,135.0,3.0,0.0,0.0,product_mng,medium,1
0.74,0.99,2.0,277.0,3.0,0.0,0.0,IT,medium,1
0.09,0.77,5.0,275.0,4.0,0.0,0.0,product_mng,medium,1
0.45,0.49,2.0,149.0,3.0,0.0,0.0,product_mng,high,1
0.09,0.87,7.0,295.0,4.0,0.0,0.0,product_mng,low,1
0.11,0.97,6.0,277.0,4.0,0.0,0.0,product_mng,medium,1
0.11,0.79,7.0,306.0,4.0,0.0,0.0,product_mng,medium,1
0.1,0.83,6.0,295.0,4.0,0.0,0.0,product_mng,medium,1
,0.54,2.0,137.0,3.0,,0.0,marketing,medium,1
0.43,0.56,,157.0,3.0,0.0,0.0,sales,low,1
0.39,0.56,2.0,142.0,3.0,0.0,0.0,accounting,low,1
0.45,0.54,2.0,140.0,3.0,0.0,0.0,support,low,1
0.38,0.49,2.0,151.0,,0.0,0.0,technical,,1
0.79,0.59,4.0,139.0,3.0,0.0,1.0,,low,1
0.84,0.85,4.0,249.0,6.0,0.0,0.0,marketing,low,1
0.11,0.77,6.0,291.0,4.0,0.0,0.0,marketing,low,1
0.11,0.87,6.0,305.0,,0.0,0.0,marketing,low,1
0.17,,5.0,,3.0,0.0,0.0,,low,1
0.44,0.45,2.0,,3.0,0.0,0.0,sales,low,1
0.37,0.57,2.0,130.0,3.0,0.0,0.0,sales,low,1
,0.79,6.0,291.0,4.0,0.0,0.0,sales,,1
0.4,0.5,2.0,130.0,,0.0,0.0,sales,low,1
0.89,1.0,5.0,,5.0,0.0,0.0,sales,low,1
0.42,0.48,2.0,143.0,3.0,0.0,0.0,sales,low,1
0.46,0.55,2.0,129.0,3.0,0.0,0.0,sales,low,1
0.09,0.83,6.0,255.0,4.0,0.0,0.0,sales,low,1
0.37,0.51,2.0,155.0,3.0,0.0,0.0,sales,low,1
0.1,0.77,6.0,265.0,4.0,0.0,0.0,sales,low,1
0.1,0.84,6.0,279.0,4.0,0.0,0.0,sales,low,1
0.11,0.97,6.0,284.0,4.0,0.0,0.0,sales,low,1
0.9,1.0,,,6.0,0.0,0.0,sales,medium,1
0.38,0.52,2.0,154.0,3.0,0.0,0.0,sales,medium,1
0.36,0.52,2.0,147.0,3.0,0.0,,sales,medium,1
0.42,0.46,2.0,150.0,3.0,0.0,0.0,sales,medium,1
0.09,0.94,7.0,267.0,4.0,0.0,0.0,sales,medium,1
,0.52,2.0,158.0,3.0,0.0,0.0,sales,medium,1
0.24,0.46,7.0,224.0,,0.0,0.0,accounting,medium,1
0.91,1.0,4.0,257.0,5.0,0.0,0.0,,medium,1
0.44,0.5,2.0,148.0,3.0,,0.0,,medium,1
0.71,0.87,3.0,177.0,4.0,0.0,0.0,hr,medium,1
0.4,0.49,2.0,,3.0,0.0,0.0,hr,medium,1
0.43,0.47,2.0,144.0,3.0,0.0,0.0,hr,medium,1
0.09,0.85,6.0,289.0,4.0,0.0,0.0,hr,high,1
0.43,0.52,2.0,160.0,3.0,0.0,0.0,technical,low,1
0.9,0.96,4.0,258.0,5.0,0.0,0.0,technical,medium,1
0.84,,5.0,234.0,5.0,0.0,0.0,technical,medium,1
0.37,0.48,2.0,137.0,3.0,0.0,0.0,technical,medium,1
0.86,0.68,5.0,263.0,2.0,0.0,,technical,medium,1
,,6.0,251.0,4.0,0.0,0.0,technical,low,1
0.37,0.57,2.0,133.0,3.0,0.0,0.0,technical,low,1
0.4,0.46,,132.0,3.0,0.0,0.0,technical,low,1
0.14,0.62,4.0,158.0,4.0,1.0,0.0,technical,low,1
0.4,0.46,2.0,135.0,3.0,0.0,0.0,technical,low,1
0.75,1.0,4.0,216.0,6.0,0.0,0.0,technical,low,1
0.11,0.84,6.0,300.0,5.0,1.0,0.0,support,low,1
0.46,0.49,2.0,138.0,3.0,0.0,0.0,support,low,1
0.11,0.92,6.0,260.0,4.0,0.0,0.0,support,low,1
0.38,0.49,2.0,132.0,3.0,0.0,0.0,support,low,1
0.7,0.89,3.0,183.0,5.0,0.0,0.0,support,low,1
0.09,0.82,6.0,250.0,4.0,0.0,0.0,,low,1
0.37,0.45,2.0,151.0,3.0,0.0,0.0,support,low,1
0.1,0.83,6.0,292.0,4.0,0.0,0.0,support,low,1
0.38,0.57,2.0,140.0,3.0,0.0,0.0,support,low,1
0.9,,5.0,221.0,5.0,0.0,0.0,support,low,1
0.44,0.51,2.0,138.0,,0.0,0.0,support,low,1
0.36,,2.0,132.0,3.0,0.0,,technical,low,1
0.31,0.84,7.0,133.0,,0.0,0.0,technical,low,1
0.1,0.84,6.0,283.0,4.0,1.0,0.0,technical,low,1
0.42,0.48,2.0,,3.0,0.0,0.0,management,low,1
0.74,1.0,4.0,249.0,5.0,0.0,0.0,IT,low,1
0.73,0.87,5.0,257.0,5.0,0.0,0.0,IT,low,1
0.09,0.96,6.0,,4.0,0.0,0.0,IT,low,1
,0.53,2.0,155.0,3.0,,0.0,IT,low,1
0.11,0.8,,256.0,4.0,0.0,0.0,,,1
0.37,0.47,2.0,152.0,3.0,0.0,0.0,product_mng,low,1
0.84,0.99,4.0,267.0,5.0,0.0,0.0,product_mng,low,1
,0.46,2.0,151.0,3.0,0.0,0.0,product_mng,low,1
0.76,0.92,4.0,239.0,5.0,0.0,0.0,product_mng,,1
0.11,0.87,6.0,,4.0,0.0,0.0,IT,low,1
0.84,0.88,4.0,263.0,5.0,1.0,0.0,marketing,low,1
0.39,0.5,2.0,147.0,3.0,0.0,0.0,marketing,low,1
0.11,0.91,6.0,278.0,4.0,0.0,0.0,marketing,low,1
0.45,0.56,2.0,154.0,,0.0,0.0,marketing,low,1
0.37,0.52,2.0,,3.0,0.0,0.0,marketing,low,1
0.4,0.52,2.0,155.0,3.0,0.0,0.0,marketing,low,1
0.39,0.48,2.0,160.0,3.0,0.0,0.0,sales,,1
,0.8,6.0,304.0,4.0,0.0,0.0,accounting,low,1
0.83,1.0,5.0,240.0,5.0,0.0,0.0,support,low,1
0.11,0.92,6.0,305.0,4.0,0.0,0.0,technical,low,1
0.39,0.5,2.0,136.0,3.0,0.0,0.0,management,low,1
0.45,0.45,2.0,132.0,3.0,0.0,0.0,marketing,low,1
0.1,0.95,7.0,301.0,,0.0,0.0,marketing,low,1
0.9,0.98,5.0,243.0,6.0,0.0,0.0,marketing,low,1
0.45,0.51,2.0,147.0,3.0,0.0,0.0,sales,low,1
0.79,0.89,5.0,239.0,5.0,0.0,0.0,sales,low,1
,0.99,5.0,260.0,5.0,0.0,0.0,sales,low,1
0.11,0.84,7.0,296.0,4.0,0.0,0.0,sales,low,1
0.43,0.55,2.0,129.0,3.0,0.0,0.0,sales,low,1
0.31,0.54,5.0,132.0,5.0,0.0,0.0,sales,low,1
0.32,0.5,2.0,135.0,5.0,0.0,0.0,sales,low,1
0.45,,2.0,158.0,3.0,0.0,0.0,sales,low,1
0.81,0.99,4.0,259.0,5.0,0.0,0.0,sales,low,1
0.41,0.46,2.0,160.0,3.0,0.0,1.0,sales,low,1
0.11,0.78,7.0,278.0,4.0,0.0,0.0,sales,low,1
0.1,0.88,6.0,284.0,4.0,0.0,0.0,sales,low,1
0.7,0.53,2.0,274.0,4.0,0.0,0.0,sales,,1
0.54,0.74,4.0,164.0,2.0,,,sales,low,1
0.41,0.48,2.0,148.0,3.0,0.0,0.0,sales,low,1
0.38,0.5,2.0,140.0,3.0,0.0,0.0,sales,medium,1
0.37,0.51,2.0,127.0,3.0,0.0,0.0,sales,medium,1
0.11,0.85,6.0,308.0,5.0,0.0,0.0,sales,medium,1
0.4,0.47,2.0,146.0,3.0,0.0,0.0,sales,medium,1
0.1,0.84,6.0,261.0,4.0,0.0,0.0,accounting,medium,1
0.89,0.99,5.0,257.0,5.0,0.0,0.0,accounting,medium,1
0.11,0.8,6.0,,4.0,0.0,0.0,accounting,medium,1
0.36,0.55,2.0,141.0,3.0,0.0,0.0,hr,medium,1
0.4,0.46,2.0,127.0,3.0,0.0,0.0,,,1
0.09,,6.0,297.0,4.0,0.0,0.0,hr,medium,1
0.4,0.46,2.0,143.0,3.0,0.0,0.0,hr,medium,1
0.37,0.55,2.0,152.0,3.0,0.0,0.0,technical,medium,1
0.44,0.51,2.0,156.0,3.0,0.0,0.0,technical,high,1
0.09,0.8,7.0,283.0,5.0,0.0,0.0,technical,low,1
0.92,0.87,4.0,226.0,6.0,1.0,0.0,technical,medium,1
0.74,0.91,4.0,232.0,5.0,0.0,0.0,technical,medium,1
0.09,0.82,6.0,249.0,4.0,0.0,0.0,technical,medium,1
0.89,0.95,4.0,275.0,5.0,0.0,0.0,technical,medium,1
0.09,,6.0,304.0,4.0,0.0,0.0,technical,low,1
0.27,0.54,7.0,278.0,3.0,0.0,0.0,technical,low,1
0.1,0.91,6.0,287.0,4.0,0.0,0.0,technical,low,1
0.1,0.89,7.0,285.0,4.0,0.0,0.0,technical,low,1
,0.94,5.0,226.0,6.0,0.0,0.0,support,low,1
0.9,0.82,5.0,259.0,5.0,0.0,0.0,support,,1
,0.5,2.0,135.0,3.0,0.0,0.0,support,low,1
0.76,,5.0,219.0,5.0,0.0,0.0,support,low,1
,0.93,6.0,256.0,4.0,0.0,0.0,support,low,1
0.87,0.9,5.0,254.0,6.0,0.0,0.0,support,low,1
0.38,,2.0,153.0,3.0,0.0,0.0,support,low,1
0.77,0.99,5.0,228.0,5.0,0.0,0.0,support,low,1
0.78,0.87,4.0,228.0,5.0,0.0,0.0,support,low,1
0.44,0.5,2.0,128.0,3.0,0.0,0.0,support,low,1
,0.52,2.0,153.0,3.0,0.0,0.0,support,low,1
0.43,0.46,2.0,156.0,3.0,0.0,0.0,technical,,1
0.39,0.5,4.0,294.0,3.0,0.0,0.0,,low,1
0.88,1.0,5.0,219.0,5.0,0.0,0.0,technical,low,1
0.45,0.46,2.0,153.0,3.0,0.0,0.0,management,low,1
0.4,0.53,2.0,151.0,3.0,0.0,0.0,IT,low,1
0.36,0.51,,155.0,3.0,0.0,0.0,IT,low,1
0.36,0.48,2.0,158.0,3.0,0.0,0.0,IT,low,1
0.9,0.98,5.0,245.0,5.0,0.0,0.0,IT,low,1
0.43,0.53,2.0,131.0,3.0,0.0,0.0,IT,low,1
0.89,0.87,5.0,225.0,5.0,0.0,0.0,product_mng,low,1
0.1,0.84,6.0,286.0,4.0,0.0,0.0,product_mng,low,1
0.37,0.5,2.0,135.0,3.0,0.0,0.0,product_mng,low,1
0.37,0.51,2.0,153.0,3.0,0.0,0.0,product_mng,low,1
0.87,0.9,5.0,252.0,5.0,0.0,0.0,IT,low,1
,0.56,2.0,149.0,3.0,0.0,0.0,accounting,low,1
0.9,0.97,4.0,258.0,5.0,0.0,0.0,accounting,low,1
0.37,0.46,2.0,158.0,3.0,0.0,0.0,hr,low,1
0.44,0.54,2.0,149.0,,,0.0,hr,low,1
0.85,0.95,5.0,236.0,5.0,0.0,0.0,hr,low,1
,0.98,5.0,239.0,6.0,0.0,0.0,marketing,low,1
0.42,0.47,2.0,159.0,3.0,0.0,0.0,marketing,low,1
0.92,0.99,5.0,255.0,6.0,0.0,0.0,sales,low,1
0.11,0.83,6.0,244.0,,,0.0,accounting,low,1
0.42,0.56,2.0,134.0,3.0,0.0,0.0,support,low,1
0.48,0.57,4.0,270.0,4.0,0.0,0.0,technical,low,1
0.83,0.85,4.0,255.0,5.0,0.0,0.0,management,low,1
0.4,0.53,2.0,151.0,3.0,0.0,0.0,marketing,low,1
0.43,0.45,2.0,135.0,3.0,0.0,0.0,marketing,low,1
0.43,0.53,2.0,146.0,3.0,0.0,0.0,marketing,low,1
0.1,0.97,7.0,254.0,,0.0,0.0,sales,,1
0.1,,7.0,289.0,4.0,0.0,0.0,sales,low,1
0.37,0.46,2.0,156.0,3.0,0.0,0.0,sales,low,1
0.38,0.53,2.0,156.0,3.0,0.0,0.0,sales,low,1
0.4,0.5,2.0,128.0,3.0,0.0,,sales,low,1
0.89,0.86,5.0,275.0,5.0,0.0,0.0,sales,low,1
0.45,0.46,2.0,155.0,3.0,0.0,0.0,sales,low,1
0.37,0.48,2.0,159.0,3.0,0.0,0.0,sales,low,1
0.46,0.49,2.0,148.0,3.0,0.0,0.0,sales,low,1
0.87,0.91,4.0,228.0,5.0,0.0,0.0,sales,low,1
0.11,0.84,6.0,298.0,4.0,0.0,0.0,sales,,1
0.79,0.87,5.0,261.0,5.0,0.0,0.0,sales,low,1
,0.92,5.0,254.0,6.0,0.0,0.0,sales,low,1
0.19,0.59,,192.0,3.0,,0.0,sales,low,1
0.87,0.98,4.0,248.0,5.0,0.0,0.0,,low,1
,0.92,2.0,258.0,5.0,0.0,0.0,sales,,1
0.44,0.45,2.0,156.0,3.0,0.0,0.0,sales,medium,1
0.11,0.81,6.0,266.0,4.0,1.0,0.0,sales,medium,1
0.42,0.54,2.0,156.0,3.0,0.0,0.0,sales,medium,1
0.88,0.88,5.0,232.0,5.0,1.0,0.0,accounting,medium,1
0.11,0.84,6.0,287.0,4.0,0.0,0.0,accounting,medium,1
0.46,0.46,2.0,154.0,3.0,0.0,0.0,accounting,medium,1
0.82,0.97,5.0,263.0,5.0,,0.0,hr,medium,1
0.44,0.56,2.0,131.0,,0.0,0.0,hr,medium,1
0.11,0.78,6.0,,4.0,0.0,0.0,hr,medium,1
0.42,0.5,2.0,139.0,3.0,0.0,0.0,hr,medium,1
0.84,0.93,4.0,251.0,5.0,0.0,0.0,technical,medium,1
0.11,0.95,6.0,286.0,4.0,0.0,0.0,technical,medium,1
0.45,0.53,2.0,129.0,3.0,0.0,0.0,technical,high,1
0.38,0.56,2.0,156.0,3.0,0.0,0.0,technical,low,1
0.38,0.86,6.0,139.0,,0.0,0.0,technical,medium,1
0.44,0.51,2.0,127.0,3.0,0.0,0.0,technical,medium,1
0.11,0.84,,251.0,4.0,0.0,0.0,,medium,1
